UserID,Order,Time
204754507,"[1,0,0]","[0,0,1]"
204784616,"[1,0,0]","[0,1,0]"
205036666,"[1,0,0]","[1,0,0]"
205390009,"[1,0,0]","[0,1,0]"
205872099,"[1,0,0]","[0,1,0]"
206019658,"[1,0,0]","[0,0,1]"
206526619,"[1,0,0]","[1,0,0]"
206526619,"[1,0,0]","[0,1,0]"
206526619,"[1,0,0]","[1,0,0]"
206660839,"[0,0,1]","[0,1,0]"
206932583,"[0,1,0]","[0,0,1]"
207434883,"[0,1,0]","[0,0,1]"
207594424,"[1,0,0]","[0,0,1]"
207594424,"[1,0,0]","[0,0,1]"
208028980,"[1,0,0]","[0,1,0]"
208094856,"[1,0,0]","[1,0,0]"
208219111,"[1,0,0]","[1,0,0]"
208274294,"[1,0,0]","[1,0,0]"
208477662,"[1,0,0]","[0,0,1]"
208477662,"[1,0,0]","[1,0,0]"
208561956,"[1,0,0]","[0,0,1]"
208906189,"[0,1,0]","[0,0,1]"
208906189,"[0,1,0]","[1,0,0]"
209012500,"[1,0,0]","[0,1,0]"
209041848,"[1,0,0]","[1,0,0]"
209041848,"[1,0,0]","[1,0,0]"
209069155,"[1,0,0]","[0,1,0]"
209390930,"[1,0,0]","[0,1,0]"
209390930,"[1,0,0]","[0,1,0]"
209390930,"[1,0,0]","[1,0,0]"
209390930,"[1,0,0]","[1,0,0]"
209390930,"[1,0,0]","[1,0,0]"
209390931,"[1,0,0]","[1,0,0]"
209390931,"[1,0,0]","[1,0,0]"
209801394,"[1,0,0]","[0,1,0]"
232492816,"[1,0,0]","[1,0,0]"
232492816,"[1,0,0]","[1,0,0]"
235374773,"[1,0,0]","[1,0,0]"
238384173,"[1,0,0]","[1,0,0]"
239531933,"[1,0,0]","[1,0,0]"
239573841,"[1,0,0]","[0,1,0]"
239581143,"[1,0,0]","[1,0,0]"
239725311,"[0,1,0]","[1,0,0]"
239725311,"[1,0,0]","[1,0,0]"
240041308,"[1,0,0]","[0,0,1]"
240197083,"[1,0,0]","[1,0,0]"
240249081,"[0,1,0]","[1,0,0]"
240250354,"[1,0,0]","[1,0,0]"
240250780,"[1,0,0]","[0,0,1]"
240350881,"[0,1,0]","[0,0,1]"
240350881,"[0,1,0]","[1,0,0]"
240350881,"[0,1,0]","[0,0,1]"
240450201,"[1,0,0]","[1,0,0]"
240469760,"[1,0,0]","[0,1,0]"
240528682,"[1,0,0]","[1,0,0]"
240547999,"[0,1,0]","[0,0,1]"
240547999,"[0,1,0]","[0,0,1]"
240570329,"[1,0,0]","[1,0,0]"
240582103,"[0,1,0]","[0,1,0]"
240582103,"[0,1,0]","[0,1,0]"
240582103,"[0,1,0]","[0,1,0]"
240582103,"[0,1,0]","[0,1,0]"
240582103,"[0,1,0]","[0,1,0]"
240582103,"[1,0,0]","[0,1,0]"
240582103,"[1,0,0]","[0,1,0]"
240582103,"[1,0,0]","[0,1,0]"
240582103,"[1,0,0]","[0,1,0]"
240655495,"[1,0,0]","[0,1,0]"
240673087,"[0,0,1]","[0,1,0]"
240673087,"[0,0,1]","[0,1,0]"
240740843,"[1,0,0]","[0,0,1]"
240798869,"[1,0,0]","[1,0,0]"
240826978,"[1,0,0]","[0,1,0]"
240843688,"[1,0,0]","[0,1,0]"
240861990,"[1,0,0]","[1,0,0]"
240863612,"[1,0,0]","[1,0,0]"
240863612,"[1,0,0]","[1,0,0]"
240978396,"[1,0,0]","[1,0,0]"
241055193,"[1,0,0]","[0,1,0]"
241134134,"[1,0,0]","[0,0,1]"
241140775,"[0,1,0]","[0,1,0]"
241140775,"[0,1,0]","[0,1,0]"
241140775,"[1,0,0]","[0,1,0]"
241153135,"[1,0,0]","[0,1,0]"
241157629,"[1,0,0]","[0,0,1]"
241157629,"[1,0,0]","[1,0,0]"
241161557,"[1,0,0]","[1,0,0]"
241161557,"[1,0,0]","[0,0,1]"
241275608,"[1,0,0]","[1,0,0]"
241361976,"[1,0,0]","[1,0,0]"
241433980,"[1,0,0]","[0,1,0]"
241433980,"[1,0,0]","[0,1,0]"
241433980,"[1,0,0]","[1,0,0]"
241451551,"[0,0,1]","[0,0,1]"
241451551,"[0,0,1]","[0,0,1]"
241451551,"[0,0,1]","[1,0,0]"
241451551,"[0,0,1]","[1,0,0]"
241451551,"[0,0,1]","[0,0,1]"
241451551,"[0,0,1]","[0,1,0]"
241451551,"[0,0,1]","[0,1,0]"
241451551,"[0,1,0]","[1,0,0]"
241451551,"[0,1,0]","[1,0,0]"
241451551,"[1,0,0]","[0,0,1]"
241451551,"[1,0,0]","[0,1,0]"
241451551,"[1,0,0]","[1,0,0]"
241451551,"[1,0,0]","[0,1,0]"
241451551,"[1,0,0]","[0,1,0]"
241451551,"[1,0,0]","[0,1,0]"
241451551,"[1,0,0]","[0,1,0]"
241451551,"[1,0,0]","[1,0,0]"
241451551,"[1,0,0]","[0,1,0]"
241451551,"[1,0,0]","[0,0,1]"
241451551,"[1,0,0]","[0,1,0]"
241497721,"[1,0,0]","[0,0,1]"
241529352,"[1,0,0]","[0,1,0]"
241585676,"[1,0,0]","[0,0,1]"
241655494,"[1,0,0]","[1,0,0]"
241655494,"[1,0,0]","[1,0,0]"
241701432,"[1,0,0]","[1,0,0]"
241701432,"[1,0,0]","[1,0,0]"
241729680,"[1,0,0]","[0,1,0]"
241757779,"[1,0,0]","[0,0,1]"
241764775,"[0,1,0]","[0,1,0]"
241808253,"[1,0,0]","[1,0,0]"
241883546,"[1,0,0]","[0,1,0]"
241883546,"[1,0,0]","[0,1,0]"
241883546,"[1,0,0]","[0,1,0]"
241883546,"[1,0,0]","[0,1,0]"
241963751,"[1,0,0]","[0,0,1]"
242029413,"[1,0,0]","[0,1,0]"
242051887,"[0,1,0]","[0,1,0]"
242051887,"[0,1,0]","[0,1,0]"
242122179,"[1,0,0]","[0,1,0]"
242159934,"[1,0,0]","[0,1,0]"
242235840,"[1,0,0]","[1,0,0]"
242351616,"[1,0,0]","[0,1,0]"
242357744,"[0,1,0]","[1,0,0]"
242431628,"[1,0,0]","[1,0,0]"
242527259,"[1,0,0]","[1,0,0]"
242527259,"[1,0,0]","[1,0,0]"
242527259,"[1,0,0]","[1,0,0]"
242527259,"[1,0,0]","[0,1,0]"
242728737,"[1,0,0]","[1,0,0]"
242755078,"[1,0,0]","[1,0,0]"
242755078,"[1,0,0]","[0,1,0]"
242805289,"[1,0,0]","[0,1,0]"
242888934,"[1,0,0]","[1,0,0]"
242929172,"[1,0,0]","[1,0,0]"
242981436,"[0,0,1]","[0,0,1]"
243013180,"[1,0,0]","[1,0,0]"
243013180,"[1,0,0]","[1,0,0]"
243013180,"[1,0,0]","[1,0,0]"
243013180,"[1,0,0]","[1,0,0]"
243016263,"[1,0,0]","[1,0,0]"
243027948,"[1,0,0]","[0,1,0]"
243027948,"[1,0,0]","[1,0,0]"
243027948,"[1,0,0]","[1,0,0]"
243044627,"[0,0,1]","[1,0,0]"
243044627,"[0,0,1]","[1,0,0]"
243057249,"[1,0,0]","[0,0,1]"
243132333,"[1,0,0]","[1,0,0]"
243239247,"[0,0,1]","[1,0,0]"
243334995,"[1,0,0]","[1,0,0]"
243388082,"[1,0,0]","[0,0,1]"
243388082,"[1,0,0]","[0,0,1]"
243388082,"[1,0,0]","[0,1,0]"
243388082,"[1,0,0]","[0,1,0]"
243388082,"[1,0,0]","[0,1,0]"
243446357,"[1,0,0]","[0,1,0]"
243531698,"[1,0,0]","[0,1,0]"
243532404,"[1,0,0]","[0,1,0]"
243600374,"[1,0,0]","[1,0,0]"
243667045,"[1,0,0]","[0,1,0]"
243734201,"[0,0,1]","[0,1,0]"
243786427,"[1,0,0]","[0,1,0]"
243814919,"[1,0,0]","[1,0,0]"
243824121,"[0,1,0]","[0,1,0]"
243846019,"[1,0,0]","[1,0,0]"
243936357,"[0,0,1]","[1,0,0]"
243936357,"[0,0,1]","[1,0,0]"
243936357,"[0,0,1]","[1,0,0]"
243936357,"[0,0,1]","[1,0,0]"
243936357,"[0,0,1]","[1,0,0]"
243936357,"[0,0,1]","[1,0,0]"
243936357,"[0,0,1]","[1,0,0]"
243936357,"[0,0,1]","[0,1,0]"
243936357,"[0,0,1]","[1,0,0]"
243936357,"[0,0,1]","[1,0,0]"
243936357,"[0,0,1]","[1,0,0]"
243936357,"[1,0,0]","[0,1,0]"
243936357,"[1,0,0]","[0,0,1]"
243936357,"[1,0,0]","[1,0,0]"
243936357,"[1,0,0]","[1,0,0]"
243936357,"[1,0,0]","[1,0,0]"
243936357,"[1,0,0]","[1,0,0]"
243936357,"[1,0,0]","[1,0,0]"
243936357,"[1,0,0]","[0,0,1]"
243936357,"[1,0,0]","[1,0,0]"
243936357,"[1,0,0]","[1,0,0]"
243936357,"[1,0,0]","[1,0,0]"
243936357,"[1,0,0]","[1,0,0]"
243936357,"[1,0,0]","[1,0,0]"
243936357,"[1,0,0]","[1,0,0]"
243936357,"[1,0,0]","[1,0,0]"
243936357,"[1,0,0]","[1,0,0]"
243936357,"[1,0,0]","[1,0,0]"
243936357,"[1,0,0]","[1,0,0]"
243936357,"[1,0,0]","[0,0,1]"
243936357,"[1,0,0]","[1,0,0]"
243936357,"[1,0,0]","[1,0,0]"
243936357,"[1,0,0]","[1,0,0]"
244086134,"[1,0,0]","[0,0,1]"
244098097,"[0,0,1]","[0,0,1]"
244098097,"[0,0,1]","[1,0,0]"
244105090,"[1,0,0]","[1,0,0]"
244138713,"[0,1,0]","[0,0,1]"
244151545,"[1,0,0]","[0,0,1]"
244162734,"[1,0,0]","[0,1,0]"
244162744,"[0,0,1]","[1,0,0]"
244162744,"[1,0,0]","[1,0,0]"
244162744,"[1,0,0]","[1,0,0]"
244162744,"[1,0,0]","[1,0,0]"
244162744,"[1,0,0]","[1,0,0]"
244228388,"[1,0,0]","[1,0,0]"
244228388,"[1,0,0]","[1,0,0]"
244242600,"[0,0,1]","[0,0,1]"
244242600,"[1,0,0]","[0,0,1]"
244285661,"[1,0,0]","[1,0,0]"
244285661,"[1,0,0]","[1,0,0]"
244285661,"[1,0,0]","[1,0,0]"
244285661,"[1,0,0]","[1,0,0]"
244299799,"[0,1,0]","[0,0,1]"
244332211,"[0,0,1]","[1,0,0]"
244346237,"[0,0,1]","[0,0,1]"
244348381,"[1,0,0]","[1,0,0]"
244385317,"[1,0,0]","[1,0,0]"
244385317,"[1,0,0]","[1,0,0]"
244387060,"[1,0,0]","[1,0,0]"
244389913,"[1,0,0]","[0,0,1]"
244437936,"[0,0,1]","[0,1,0]"
244437936,"[0,0,1]","[0,1,0]"
244514273,"[1,0,0]","[0,0,1]"
244523160,"[1,0,0]","[0,1,0]"
244558251,"[1,0,0]","[0,0,1]"
244558251,"[1,0,0]","[0,0,1]"
244558251,"[1,0,0]","[0,0,1]"
244595530,"[0,1,0]","[0,1,0]"
244595530,"[1,0,0]","[0,1,0]"
244595530,"[1,0,0]","[1,0,0]"
244615308,"[1,0,0]","[1,0,0]"
244615381,"[0,0,1]","[1,0,0]"
244617560,"[1,0,0]","[0,1,0]"
244623502,"[0,0,1]","[1,0,0]"
244625123,"[1,0,0]","[1,0,0]"
244646761,"[1,0,0]","[0,0,1]"
244671134,"[0,0,1]","[0,0,1]"
244676396,"[1,0,0]","[0,0,1]"
244676396,"[1,0,0]","[0,0,1]"
244676396,"[1,0,0]","[0,0,1]"
244707688,"[1,0,0]","[0,1,0]"
244707688,"[1,0,0]","[0,1,0]"
244709738,"[1,0,0]","[0,0,1]"
244716956,"[1,0,0]","[0,1,0]"
244742821,"[1,0,0]","[1,0,0]"
244742821,"[1,0,0]","[0,1,0]"
244742821,"[1,0,0]","[0,1,0]"
244742821,"[1,0,0]","[1,0,0]"
244742821,"[1,0,0]","[1,0,0]"
244742821,"[1,0,0]","[1,0,0]"
244748383,"[1,0,0]","[1,0,0]"
244786858,"[1,0,0]","[1,0,0]"
244788966,"[1,0,0]","[0,1,0]"
244788966,"[1,0,0]","[0,1,0]"
244847912,"[1,0,0]","[0,0,1]"
244859383,"[1,0,0]","[1,0,0]"
244891267,"[1,0,0]","[1,0,0]"
244902831,"[1,0,0]","[0,0,1]"
244930384,"[1,0,0]","[0,1,0]"
244930384,"[1,0,0]","[1,0,0]"
244930384,"[1,0,0]","[1,0,0]"
244930384,"[1,0,0]","[0,0,1]"
245026969,"[1,0,0]","[0,1,0]"
245026969,"[1,0,0]","[0,1,0]"
245026969,"[1,0,0]","[1,0,0]"
245026969,"[1,0,0]","[1,0,0]"
245026969,"[1,0,0]","[0,1,0]"
245026969,"[1,0,0]","[1,0,0]"
245149056,"[1,0,0]","[0,1,0]"
245242328,"[1,0,0]","[0,1,0]"
245311914,"[0,1,0]","[0,1,0]"
245311914,"[1,0,0]","[0,0,1]"
245311914,"[1,0,0]","[1,0,0]"
245348185,"[0,1,0]","[0,0,1]"
245357517,"[1,0,0]","[1,0,0]"
245409156,"[1,0,0]","[0,0,1]"
245451804,"[0,0,1]","[0,1,0]"
245451804,"[0,0,1]","[0,0,1]"
245460618,"[0,0,1]","[1,0,0]"
245460618,"[1,0,0]","[0,0,1]"
245460618,"[1,0,0]","[0,1,0]"
245460618,"[1,0,0]","[0,1,0]"
245460618,"[1,0,0]","[0,1,0]"
245521887,"[1,0,0]","[1,0,0]"
245625613,"[1,0,0]","[0,1,0]"
245682277,"[1,0,0]","[0,0,1]"
245688357,"[1,0,0]","[0,1,0]"
245799750,"[1,0,0]","[1,0,0]"
245802959,"[1,0,0]","[1,0,0]"
245950303,"[0,1,0]","[1,0,0]"
246020528,"[0,0,1]","[0,0,1]"
246159232,"[0,0,1]","[1,0,0]"
246201660,"[1,0,0]","[0,0,1]"
246323813,"[1,0,0]","[1,0,0]"
246409573,"[1,0,0]","[1,0,0]"
246542245,"[1,0,0]","[1,0,0]"
246565610,"[0,0,1]","[0,1,0]"
246586767,"[1,0,0]","[0,0,1]"
246605569,"[0,1,0]","[1,0,0]"
246605569,"[1,0,0]","[1,0,0]"
246605569,"[1,0,0]","[1,0,0]"
246605569,"[1,0,0]","[0,1,0]"
246620018,"[1,0,0]","[1,0,0]"
246731592,"[1,0,0]","[1,0,0]"
246731592,"[1,0,0]","[0,1,0]"
246839013,"[1,0,0]","[0,1,0]"
246839013,"[1,0,0]","[0,1,0]"
246874376,"[0,0,1]","[1,0,0]"
246874376,"[0,0,1]","[1,0,0]"
246874376,"[0,0,1]","[0,1,0]"
246874376,"[0,0,1]","[0,0,1]"
246874376,"[0,0,1]","[1,0,0]"
246874376,"[0,0,1]","[1,0,0]"
246874376,"[0,0,1]","[1,0,0]"
246874376,"[0,0,1]","[0,1,0]"
246874376,"[0,0,1]","[1,0,0]"
246874376,"[0,0,1]","[1,0,0]"
246874376,"[0,0,1]","[0,0,1]"
246874376,"[0,0,1]","[0,0,1]"
246874376,"[0,0,1]","[0,1,0]"
246874376,"[0,0,1]","[0,0,1]"
246874376,"[0,0,1]","[0,1,0]"
246874376,"[0,0,1]","[0,0,1]"
246874376,"[0,0,1]","[0,0,1]"
246874376,"[0,0,1]","[1,0,0]"
246874376,"[0,0,1]","[1,0,0]"
246874376,"[0,0,1]","[0,0,1]"
246874376,"[0,0,1]","[0,0,1]"
246874376,"[0,1,0]","[1,0,0]"
246874376,"[0,1,0]","[0,1,0]"
246874376,"[0,1,0]","[0,0,1]"
246874376,"[0,1,0]","[0,0,1]"
246874376,"[0,1,0]","[0,0,1]"
246874376,"[0,1,0]","[0,1,0]"
246874376,"[0,1,0]","[0,1,0]"
246874376,"[0,1,0]","[0,0,1]"
246874376,"[0,1,0]","[0,0,1]"
246874376,"[0,1,0]","[0,0,1]"
246874376,"[0,1,0]","[0,0,1]"
246874376,"[0,1,0]","[1,0,0]"
246874376,"[0,1,0]","[1,0,0]"
246874376,"[0,1,0]","[1,0,0]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,1,0]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,1,0]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[0,1,0]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,1,0]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[0,1,0]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,1,0]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[0,0,1]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[1,0,0]"
246874376,"[1,0,0]","[0,0,1]"
246882144,"[1,0,0]","[0,1,0]"
246936499,"[0,1,0]","[0,0,1]"
246936499,"[1,0,0]","[0,0,1]"
246984315,"[0,1,0]","[1,0,0]"
246995211,"[1,0,0]","[0,0,1]"
247072607,"[1,0,0]","[1,0,0]"
247112559,"[1,0,0]","[1,0,0]"
247184902,"[0,0,1]","[0,0,1]"
247296574,"[1,0,0]","[0,0,1]"
247365755,"[1,0,0]","[1,0,0]"
247538771,"[1,0,0]","[0,0,1]"
247628781,"[1,0,0]","[1,0,0]"
247662356,"[1,0,0]","[0,1,0]"
247744690,"[1,0,0]","[0,0,1]"
247771654,"[0,1,0]","[0,1,0]"
247906677,"[1,0,0]","[1,0,0]"
247920608,"[1,0,0]","[0,1,0]"
247920608,"[1,0,0]","[0,1,0]"
247920608,"[1,0,0]","[0,1,0]"
247920608,"[1,0,0]","[0,1,0]"
247920608,"[1,0,0]","[0,1,0]"
247920608,"[1,0,0]","[0,0,1]"
247920608,"[1,0,0]","[0,0,1]"
247920608,"[1,0,0]","[0,0,1]"
247949028,"[1,0,0]","[0,0,1]"
248273319,"[1,0,0]","[0,1,0]"
248283193,"[1,0,0]","[1,0,0]"
248283193,"[1,0,0]","[0,1,0]"
248356337,"[0,0,1]","[1,0,0]"
248356337,"[0,0,1]","[1,0,0]"
248375685,"[0,1,0]","[1,0,0]"
248447756,"[1,0,0]","[0,0,1]"
248469599,"[1,0,0]","[0,0,1]"
248520696,"[0,0,1]","[0,0,1]"
248525943,"[0,0,1]","[0,0,1]"
248528340,"[0,1,0]","[1,0,0]"
248528340,"[1,0,0]","[1,0,0]"
248619423,"[0,0,1]","[0,0,1]"
248824427,"[0,0,1]","[0,0,1]"
248824427,"[1,0,0]","[0,0,1]"
248965655,"[0,0,1]","[1,0,0]"
248965655,"[1,0,0]","[1,0,0]"
249030725,"[1,0,0]","[0,1,0]"
249030725,"[1,0,0]","[0,0,1]"
249032272,"[1,0,0]","[1,0,0]"
249240197,"[1,0,0]","[0,0,1]"
249359468,"[1,0,0]","[0,0,1]"
249422089,"[1,0,0]","[0,0,1]"
249435808,"[1,0,0]","[1,0,0]"
249562071,"[0,0,1]","[1,0,0]"
249562071,"[0,1,0]","[0,1,0]"
249562071,"[0,1,0]","[1,0,0]"
249562071,"[1,0,0]","[0,1,0]"
249562071,"[1,0,0]","[0,1,0]"
249562071,"[1,0,0]","[0,1,0]"
249562071,"[1,0,0]","[1,0,0]"
249562071,"[1,0,0]","[1,0,0]"
249562071,"[1,0,0]","[1,0,0]"
249606137,"[1,0,0]","[1,0,0]"
249731701,"[1,0,0]","[0,0,1]"
249791100,"[0,1,0]","[0,0,1]"
249791100,"[0,1,0]","[0,0,1]"
249791100,"[1,0,0]","[1,0,0]"
249791100,"[1,0,0]","[1,0,0]"
249803006,"[0,1,0]","[1,0,0]"
249803006,"[0,1,0]","[1,0,0]"
249889186,"[1,0,0]","[1,0,0]"
249890203,"[0,0,1]","[0,1,0]"
260520821,"[1,0,0]","[1,0,0]"
260520821,"[1,0,0]","[0,1,0]"
260520821,"[1,0,0]","[0,1,0]"
260520821,"[1,0,0]","[0,1,0]"
261828781,"[1,0,0]","[0,0,1]"
261910925,"[1,0,0]","[0,0,1]"
262123533,"[1,0,0]","[1,0,0]"
262500527,"[0,1,0]","[0,1,0]"
262653620,"[1,0,0]","[0,1,0]"
262881126,"[0,1,0]","[0,0,1]"
263476145,"[0,0,1]","[0,1,0]"
264414666,"[1,0,0]","[0,1,0]"
264414666,"[1,0,0]","[1,0,0]"
264414666,"[1,0,0]","[0,1,0]"
264414666,"[1,0,0]","[0,1,0]"
264516275,"[1,0,0]","[1,0,0]"
264799211,"[1,0,0]","[1,0,0]"
264900765,"[0,0,1]","[0,0,1]"
264900765,"[1,0,0]","[1,0,0]"
265000321,"[0,0,1]","[0,0,1]"
265478160,"[0,0,1]","[1,0,0]"
265478160,"[0,1,0]","[1,0,0]"
265478160,"[0,1,0]","[0,0,1]"
265478160,"[0,1,0]","[0,0,1]"
265478160,"[0,1,0]","[1,0,0]"
265688471,"[1,0,0]","[0,1,0]"
265688471,"[1,0,0]","[1,0,0]"
265688471,"[1,0,0]","[0,0,1]"
265688471,"[1,0,0]","[0,1,0]"
265688471,"[1,0,0]","[0,1,0]"
265688471,"[1,0,0]","[0,0,1]"
265688471,"[1,0,0]","[0,1,0]"
266044333,"[1,0,0]","[1,0,0]"
266044333,"[1,0,0]","[1,0,0]"
266044333,"[1,0,0]","[1,0,0]"
266044333,"[1,0,0]","[1,0,0]"
266205708,"[1,0,0]","[0,0,1]"
266352956,"[1,0,0]","[1,0,0]"
266468402,"[1,0,0]","[1,0,0]"
266637489,"[0,1,0]","[1,0,0]"
266754712,"[1,0,0]","[1,0,0]"
266886901,"[1,0,0]","[0,0,1]"
267257593,"[0,1,0]","[1,0,0]"
267985744,"[0,1,0]","[0,1,0]"
268066321,"[1,0,0]","[0,1,0]"
268134711,"[1,0,0]","[0,0,1]"
268134711,"[1,0,0]","[0,0,1]"
268138326,"[1,0,0]","[1,0,0]"
268402636,"[0,0,1]","[1,0,0]"
268520872,"[1,0,0]","[0,0,1]"
268751936,"[1,0,0]","[1,0,0]"
268792029,"[1,0,0]","[0,1,0]"
269543107,"[1,0,0]","[1,0,0]"
269926879,"[1,0,0]","[1,0,0]"
269926879,"[1,0,0]","[0,1,0]"
269987206,"[1,0,0]","[0,1,0]"
270001002,"[1,0,0]","[0,0,1]"
270006021,"[1,0,0]","[1,0,0]"
270006021,"[1,0,0]","[1,0,0]"
270302512,"[1,0,0]","[0,1,0]"
270302512,"[1,0,0]","[0,1,0]"
270302512,"[1,0,0]","[0,1,0]"
270302512,"[1,0,0]","[0,1,0]"
271179175,"[0,0,1]","[0,0,1]"
271768565,"[1,0,0]","[0,1,0]"
271906022,"[0,1,0]","[0,1,0]"
272379718,"[1,0,0]","[0,0,1]"
272767156,"[1,0,0]","[1,0,0]"
